Pair,Pair_Type,Action,Bought,Sold,Timestamp,Step,Price_A,Price_B,Shares_A,Shares_B,Transaction_Cost,Realised_PnL,Capital_After
SUNPHARMA-LUPIN,negative,CLOSE,CLOSE,CLOSE,2025-05-07,307,1775.455444335938,2058.596435546875,,,10.576564224839451,-174.4126835575243,10227.902693843735
SUNPHARMA-LUPIN,negative,OPEN_LONG,SUNPHARMA+LUPIN,—,2025-05-12,310,1680.66748046875,2027.191772460938,3.0428097207518707,2.5226776353347735,10.227902693843735,,10217.674791149891
SUNPHARMA-LUPIN,negative,CLOSE,CLOSE,CLOSE,2025-10-06,412,1654.699951171875,1937.300048828125,,,9.922120602465103,-315.7042119810969,9901.970579168794
SUNPHARMA-LUPIN,negative,OPEN_LONG,SUNPHARMA+LUPIN,—,2025-10-07,413,1653.099975585938,1924.800048828125,2.994970275666195,2.572207587275729,9.901970579168793,,9892.068608589625
SUNPHARMA-LUPIN,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,1610.099975585938,2135.199951171875,,,10.314379082485816,402.09412423453404,10294.16273282416
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2024-02-05,0,6120.44287109375,1059.775756835938,0.8169343469595164,4.717979221309967,10.0,,9990.0
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2024-09-13,149,11699.6396484375,1216.410400390625,,,15.296836469486262,5281.539633016775,15271.539633016775
OFSS-AXISBANK,negative,OPEN_SHORT,—,OFSS+AXISBANK,2024-09-16,150,11677.8837890625,1229.998901367188,0.6538658848155388,6.207948485174218,15.271539633016776,,15256.268093383758
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2024-09-18,152,10743.203125,1239.390747070312,,,14.718687927895273,538.1330171936074,15794.401110577366
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2024-09-18,152,10743.203125,1239.390747070312,0.7350880797284267,6.3718408209486705,15.794401110577367,,15778.606709466789
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2024-11-29,201,11160.1171875,1135.329711914062,,,15.4378093165135,-372.0296033803797,15406.57710608641
OFSS-AXISBANK,negative,OPEN_SHORT,—,OFSS+AXISBANK,2024-12-02,202,11704.0283203125,1136.129028320312,0.6581741210993178,6.780293752754458,15.40657710608641,,15391.170528980323
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2024-12-10,208,11683.751953125,1152.664916992188,,,15.505349908591853,-114.27815241403545,15276.892376566288
OFSS-AXISBANK,negative,OPEN_SHORT,—,OFSS+AXISBANK,2024-12-17,213,11860.0791015625,1135.27978515625,0.644046816456462,6.728249976926925,15.276892376566288,,15261.61548418972
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-01-02,224,12068.3681640625,1085.672119140625,,,15.077267506447086,184.54760261275442,15446.163086802475
OFSS-AXISBANK,negative,OPEN_SHORT,—,OFSS+AXISBANK,2025-01-08,228,11430.521484375,1074.032104492188,0.6756543482253489,7.190736209000735,15.446163086802475,,15430.716923715672
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-01-09,229,11189.314453125,1060.843383789062,,,15.18835389580552,242.62083710114968,15673.337760816821
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-01-09,229,11189.314453125,1060.843383789062,0.7003707790355067,7.387206255100378,15.673337760816821,,15657.664423056005
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-03-19,277,7322.92529296875,1051.151733398438,,,12.893837552275885,-2792.3940460932113,12865.270376962793
OFSS-AXISBANK,negative,OPEN_SHORT,—,OFSS+AXISBANK,2025-03-25,281,7598.7685546875,1117.594970703125,0.8465365331482898,5.7557839441907666,12.865270376962794,,12852.405106585831
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-03-26,282,7527.302734375,1095.31396484375,,,12.67652729341104,176.06655625834236,13028.471662844173
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-03-26,282,7527.302734375,1095.31396484375,0.8654143537596101,5.947368554139966,13.028471662844174,,13015.443191181328
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-03-27,283,7505.54833984375,1097.412109375,,,13.022123536366678,-19.370250013863,12996.072941167466
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-05-06,306,7999.55712890625,1160.408325195312,0.8122995268204536,5.5997844288906045,12.996072941167466,,12983.076868226299
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-05-07,307,8140.2939453125,1160.308471679688,,,13.10983423237852,100.65145697867365,13083.728325204973
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-05-13,311,8348.564453125,1192.580810546875,0.783591502387427,5.48546824227586,13.083728325204973,,13070.644596879767
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-05-14,312,8374.16796875,1194.479125976562,,,13.114204171483339,17.361642106880915,13088.006238986647
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-05-16,314,8563.728515625,1207.767822265625,0.7641535001434743,5.418262516066683,13.088006238986647,,13074.918232747661
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-05-19,315,8489.3818359375,1201.77294921875,,,12.998712167560939,-102.29278359327108,12972.62544915439
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-05-20,316,8307.6982421875,1194.778930664062,0.7807593072698418,5.428881074235282,12.972625449154389,,12959.652823705235
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-05-21,317,8255.5078125,1196.777221679688,,,12.942725769701006,-42.84240522308299,12916.810418482153
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-05-28,322,8385.984375,1193.679809570312,0.770142766840187,5.410500502279504,12.916810418482154,,12903.89360806367
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-05-29,323,8369.736328125,1200.673828125,,,12.94213824360918,12.385686883420616,12916.279294947091
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-05-30,324,8333.3017578125,1191.181884765625,0.7749796941433228,5.421623456559062,12.916279294947092,,12903.363015652145
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-06-02,325,8268.30859375,1193.380126953125,,,12.877828953947475,-51.32816995356282,12852.034845698581
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-06-03,326,8241.7216796875,1180.491088867188,0.779693572847384,5.443512012458956,12.852034845698581,,12839.182810852883
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-06-04,327,8533.2021484375,1170.000122070312,,,13.022192590012397,157.13555172380333,12996.318362576685
OFSS-AXISBANK,negative,OPEN_SHORT,—,OFSS+AXISBANK,2025-06-04,327,8533.2021484375,1170.000122070312,0.7615147359983977,5.553981626762455,12.996318362576686,,12983.322044214108
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-06-06,329,8651.8623046875,1193.579956054688,,,13.217641784848265,-234.54106405642838,12748.78098015768
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-06-19,338,9184.6025390625,1216.460327148438,0.6940300860019026,5.2401137528433415,12.748780980157681,,12736.032199177524
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-07-04,349,8969.9306640625,1177.599975585938,,,12.396159577626259,-365.01756210904944,12371.014637068474
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-07-07,350,8867.5185546875,1175.099975585938,0.6975465887539065,5.263813672917463,12.371014637068475,,12358.643622431406
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-09-01,388,8343.1484375,1061.5,,,11.407272945847497,-975.1489641668244,11383.49465826458
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-09-02,389,8347.087890625,1056.199951171875,0.6818841976643082,5.388891869212059,11.383494658264581,,11372.111163606316
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-09-10,395,9123.056640625,1070.099975585938,,,11.987521215317702,592.0390358378014,11964.150199444117
OFSS-AXISBANK,negative,OPEN_SHORT,—,OFSS+AXISBANK,2025-09-10,395,9123.056640625,1070.099975585938,0.655709520982678,5.590202071022894,11.964150199444116,,11952.186049244672
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-09-11,396,8997.99609375,1087.400024414062,,,11.978857576946655,-26.686235079485133,11925.499814165187
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-09-12,397,8841.916015625,1105.300048828125,0.6743730540468281,5.394688902261874,11.925499814165187,,11913.57431435102
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2025-12-16,461,7828.5,1219.599975585938,,,11.858691907097906,-78.66659897437869,11834.907715376643
OFSS-AXISBANK,negative,OPEN_LONG,OFSS+AXISBANK,—,2025-12-24,467,7782.0,1226.300048828125,0.7604027059481266,4.82545349593939,11.834907715376643,,11823.072807661267
OFSS-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,7754.5,1340.400024414062,,,12.36458076704083,517.3084708971447,12340.381278558412
HDFCBANK-PERSISTENT,negative,OPEN_LONG,HDFCBANK+PERSISTENT,—,2024-02-05,0,703.1878662109375,4226.78369140625,7.110475365483815,1.1829325475457442,10.0,,9990.0
HDFCBANK-PERSISTENT,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,922.0999755859376,6068.0,,,13.734603859424613,3720.869255565188,13710.869255565187
TCS-PERSISTENT,negative,OPEN_LONG,TCS+PERSISTENT,—,2024-02-05,0,3726.203369140625,4226.78369140625,1.3418483922290991,1.1829325475457442,10.0,,9990.0
TCS-PERSISTENT,negative,CLOSE,CLOSE,CLOSE,2024-02-28,17,3862.795654296875,4155.0078125,,,10.098380114940909,88.28173482596664,10078.281734825967
TCS-PERSISTENT,negative,OPEN_LONG,TCS+PERSISTENT,—,2024-03-05,21,3762.59033203125,4075.94384765625,1.3392743888470533,1.2363126323024767,10.078281734825968,,10068.20345309114
TCS-PERSISTENT,negative,CLOSE,CLOSE,CLOSE,2024-03-11,24,3865.98388671875,4069.124755859375,,,10.208323545261486,119.83348689025769,10188.036939981399
TCS-PERSISTENT,negative,OPEN_LONG,TCS+PERSISTENT,—,2024-03-12,25,3931.53662109375,4057.388671875,1.2956812973990683,1.2554918648295659,10.1880369399814,,10177.848903041418
TCS-PERSISTENT,negative,CLOSE,CLOSE,CLOSE,2024-04-22,50,3624.263427734375,3467.468994140625,,,9.04926945385518,-1147.8167555800721,9030.032147461347
TCS-PERSISTENT,negative,OPEN_LONG,TCS+PERSISTENT,—,2024-04-23,51,3633.7353515625,3487.77880859375,1.2425274922096965,1.2945247739351622,9.030032147461347,,9021.002115313886
TCS-PERSISTENT,negative,CLOSE,CLOSE,CLOSE,2024-04-25,53,3612.63427734375,3390.23291015625,,,8.877537900506287,-161.3717848555674,8859.630330458318
TCS-PERSISTENT,negative,OPEN_LONG,TCS+PERSISTENT,—,2024-04-26,54,3583.703125,3357.717529296875,1.2360999253332847,1.319293575644163,8.859630330458318,,8850.77070012786
TCS-PERSISTENT,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,3186.89990234375,6068.0,,,11.944800148340542,3073.225017733884,11923.995717861744
CIPLA-LTIM,negative,OPEN_LONG,CIPLA+LTIM,—,2024-02-05,0,1406.816162109375,5303.32763671875,3.554124650162547,0.9428042811048304,10.0,,9990.0
CIPLA-LTIM,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,1328.900024414062,6070.5,,,10.4463697228185,435.9233530956832,10425.923353095683
AUROPHARMA-DRREDDY,negative,OPEN_LONG,AUROPHARMA+DRREDDY,—,2024-02-05,0,1012.980163574219,1204.078125,4.935930810686265,4.152554469835585,10.0,,9990.0
AUROPHARMA-DRREDDY,negative,CLOSE,CLOSE,CLOSE,2024-03-05,21,1079.796630859375,1245.340454101562,,,10.50114552868053,490.6443831518504,10480.64438315185
AUROPHARMA-DRREDDY,negative,OPEN_LONG,AUROPHARMA+DRREDDY,—,2024-03-06,22,1056.235107421875,1247.582885742188,4.961321731074469,4.200379991954165,10.48064438315185,,10470.163738768699
AUROPHARMA-DRREDDY,negative,CLOSE,CLOSE,CLOSE,2025-03-12,273,1103.7568359375,1098.185180664062,,,10.088887836280614,-401.8454347075182,10068.31830406118
AUROPHARMA-DRREDDY,negative,OPEN_LONG,AUROPHARMA+DRREDDY,—,2025-03-25,281,1190.481201171875,1170.476684570312,4.2286758892749505,4.300947826123214,10.068318304061181,,10058.249985757118
AUROPHARMA-DRREDDY,negative,CLOSE,CLOSE,CLOSE,2025-04-23,298,1242.137329101562,1178.525634765625,,,10.321373441615854,242.7337641130594,10300.983749870178
AUROPHARMA-DRREDDY,negative,OPEN_SHORT,—,AUROPHARMA+DRREDDY,2025-05-12,310,1201.390258789062,1188.065063476562,4.2871097357876975,4.335193444594289,10.300983749870179,,10290.682766120308
AUROPHARMA-DRREDDY,negative,CLOSE,CLOSE,CLOSE,2025-05-14,312,1215.4375,1212.311401367188,,,10.466318379505408,-175.8009480147352,10114.881818105572
AUROPHARMA-DRREDDY,negative,OPEN_LONG,AUROPHARMA+DRREDDY,—,2025-05-26,320,1176.483764648438,1233.079711914062,4.29877662660655,4.1014711864834075,10.114881818105573,,10104.766936287466
AUROPHARMA-DRREDDY,negative,CLOSE,CLOSE,CLOSE,2025-10-31,430,1138.900024414062,1197.599975585938,,,9.807798597791756,-316.8910189116087,9787.875917375857
AUROPHARMA-DRREDDY,negative,OPEN_LONG,AUROPHARMA+DRREDDY,—,2025-11-03,431,1158.599975585938,1196.0,4.224010065435157,4.091921370140408,9.787875917375857,,9778.08804145848
AUROPHARMA-DRREDDY,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,1172.099975585938,1178.699951171875,,,9.774109613754954,-23.540413234657557,9754.547628223823
ZYDUSLIFE-LTIM,negative,OPEN_LONG,ZYDUSLIFE+LTIM,—,2024-02-05,0,750.4107666015625,5303.32763671875,6.663017406644961,0.9428042811048304,10.0,,9990.0
ZYDUSLIFE-LTIM,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,878.0999755859375,6070.5,,,11.574088810550489,1562.5147217399392,11552.514721739939
DRREDDY-LTIM,negative,OPEN_LONG,DRREDDY+LTIM,—,2024-02-05,0,1204.078125,5303.32763671875,4.152554469835585,0.9428042811048304,10.0,,9990.0
DRREDDY-LTIM,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,1178.699951171875,6070.5,,,10.617909139280629,607.2912301413471,10597.291230141347
DIVISLAB-WIPRO,negative,OPEN_LONG,DIVISLAB+WIPRO,—,2024-02-05,0,3660.265625,226.0776062011719,1.3660210794127816,22.11629928331257,10.0,,9990.0
DIVISLAB-WIPRO,negative,CLOSE,CLOSE,CLOSE,2024-03-22,33,3395.05859375,228.3039245605469,,,9.686959528039887,-322.7274314881533,9667.272568511848
DIVISLAB-WIPRO,negative,OPEN_LONG,DIVISLAB+WIPRO,—,2024-03-26,34,3355.037353515625,224.9058532714844,1.4407101247892,21.4918207505308,9.667272568511848,,9657.605295943336
DIVISLAB-WIPRO,negative,CLOSE,CLOSE,CLOSE,2024-03-27,35,3332.133056640625,221.3671569824219,,,9.558221089767757,-118.60969983385766,9538.995596109478
DIVISLAB-WIPRO,negative,OPEN_LONG,DIVISLAB+WIPRO,—,2024-04-10,44,3699.446044921875,223.7106628417969,1.289246481808187,21.319939503409454,9.538995596109478,,9529.45660051337
DIVISLAB-WIPRO,negative,CLOSE,CLOSE,CLOSE,2024-04-15,46,3677.135009765625,215.2974853515625,,,9.33086273740554,-217.4637214413433,9311.992879072026
DIVISLAB-WIPRO,negative,OPEN_LONG,DIVISLAB+WIPRO,—,2024-04-16,47,3724.279541015625,210.1417999267578,1.2501737284377705,22.156450744967444,9.311992879072026,,9302.680886192953
DIVISLAB-WIPRO,negative,CLOSE,CLOSE,CLOSE,2024-12-30,221,6017.599609375,284.6885986328125,,,13.830733853159732,4504.910240234546,13807.591126427498
DIVISLAB-WIPRO,negative,OPEN_LONG,DIVISLAB+WIPRO,—,2024-12-31,222,6071.1552734375,282.9543762207031,1.1371469271127381,24.398970800256574,13.807591126427498,,13793.78353530107
DIVISLAB-WIPRO,negative,CLOSE,CLOSE,CLOSE,2025-02-28,265,5455.4091796875,265.4410705566406,,,12.680090714524583,-1140.1805026174382,12653.603032683632
DIVISLAB-WIPRO,negative,OPEN_LONG,DIVISLAB+WIPRO,—,2025-03-05,268,5491.54443359375,272.5634460449219,1.1520987570706882,23.212215754342495,12.653603032683632,,12640.949429650947
DIVISLAB-WIPRO,negative,CLOSE,CLOSE,CLOSE,2025-03-12,273,5641.4619140625,256.7412109375,,,12.459053640565438,-207.00844575875834,12433.94098389219
DIVISLAB-WIPRO,negative,OPEN_LONG,DIVISLAB+WIPRO,—,2025-03-25,281,5814.17578125,259.0834655761719,1.0692780414371128,23.996014095767425,12.433940983892189,,12421.507042908297
DIVISLAB-WIPRO,negative,CLOSE,CLOSE,CLOSE,2025-03-28,284,5749.271484375,250.7182312011719,,,12.163807962471939,-282.29682938272236,12139.210213525575
DIVISLAB-WIPRO,negative,OPEN_LONG,DIVISLAB+WIPRO,—,2025-04-01,285,5524.544921875,251.0528564453125,1.098661553593232,24.176602460147453,12.139210213525576,,12127.07100331205
DIVISLAB-WIPRO,negative,CLOSE,CLOSE,CLOSE,2025-04-11,292,5563.96484375,229.2076110839844,,,11.654375553390077,-496.4890356888884,11630.581967623162
DIVISLAB-WIPRO,negative,OPEN_LONG,DIVISLAB+WIPRO,—,2025-04-25,300,5985.24658203125,230.3070373535156,0.9716042445552862,25.250166259076373,11.630581967623163,,11618.951385655539
DIVISLAB-WIPRO,negative,CLOSE,CLOSE,CLOSE,2025-10-07,413,6104.5,237.4008941650391,,,11.925570158608375,283.0626208266044,11902.014006482143
DIVISLAB-WIPRO,negative,OPEN_SHORT,—,DIVISLAB+WIPRO,2025-10-10,416,6474.5,242.4407806396484,0.9191454171350794,24.54622934120289,11.902014006482142,,11890.11199247566
DIVISLAB-WIPRO,negative,CLOSE,CLOSE,CLOSE,2025-10-14,418,6561.0,242.1678161621094,,,11.974819836396652,-84.78064975090695,11805.331342724754
DIVISLAB-WIPRO,negative,OPEN_LONG,DIVISLAB+WIPRO,—,2025-10-21,423,6587.0,235.2855072021484,0.8961083454322722,25.087247155818357,11.805331342724754,,11793.52601138203
DIVISLAB-WIPRO,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,6056.0,241.8000030517578,,,11.492928578774922,-323.89569252860747,11469.630318853422
ICICIPRULI-DRREDDY,negative,OPEN_LONG,ICICIPRULI+DRREDDY,—,2024-02-05,0,503.610107421875,1204.078125,9.928315429562044,4.152554469835585,10.0,,9990.0
ICICIPRULI-DRREDDY,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,643.4500122070312,1178.699951171875,,,11.282990435180709,1271.7074447455284,11261.707444745529
AUROPHARMA-LUPIN,negative,OPEN_LONG,AUROPHARMA+LUPIN,—,2024-02-05,0,1012.980163574219,1556.601806640625,4.935930810686265,3.2121252710034645,10.0,,9990.0
AUROPHARMA-LUPIN,negative,CLOSE,CLOSE,CLOSE,2024-05-23,71,1225.250732421875,1615.475952148438,,,11.236863971571427,1225.627107599855,11215.627107599856
AUROPHARMA-LUPIN,negative,OPEN_LONG,AUROPHARMA+LUPIN,—,2024-05-24,72,1230.431274414062,1597.368286132812,4.557599981738434,3.5106578755086604,11.215627107599856,,11204.411480492256
AUROPHARMA-LUPIN,negative,CLOSE,CLOSE,CLOSE,2024-05-28,74,1216.433837890625,1586.5830078125,,,11.113968968881498,-112.77210768723936,11091.639372805017
AUROPHARMA-LUPIN,negative,OPEN_LONG,AUROPHARMA+LUPIN,—,2024-05-29,75,1214.341674804688,1584.60400390625,4.566935156280859,3.4998142581562077,11.091639372805018,,11080.547733432211
AUROPHARMA-LUPIN,negative,CLOSE,CLOSE,CLOSE,2025-04-17,295,1167.218505859375,1925.225830078125,,,12.068544039748838,964.8361229040723,12045.383856336284
AUROPHARMA-LUPIN,negative,OPEN_LONG,AUROPHARMA+LUPIN,—,2025-04-21,296,1196.707763671875,1996.780883789062,5.032717352554506,3.0162007143916414,12.045383856336285,,12033.338472479947
AUROPHARMA-LUPIN,negative,CLOSE,CLOSE,CLOSE,2025-07-04,349,1186.844970703125,1968.655883789062,,,11.910916561925541,-146.37821097267116,11886.960261507276
AUROPHARMA-LUPIN,negative,OPEN_LONG,AUROPHARMA+LUPIN,—,2025-07-07,350,1180.668090820312,1966.369995117188,5.03399742651145,3.022564494735097,11.886960261507276,,11875.07330124577
AUROPHARMA-LUPIN,negative,CLOSE,CLOSE,CLOSE,2025-11-03,431,1158.599975585938,1983.800048828125,,,11.828552887697484,-70.23592669749077,11804.837374548279
AUROPHARMA-LUPIN,negative,OPEN_LONG,AUROPHARMA+LUPIN,—,2025-11-04,432,1149.099975585938,1997.0,5.13655801294786,2.955642807848843,11.80483737454828,,11793.03253717373
AUROPHARMA-LUPIN,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,1172.099975585938,2135.199951171875,,,12.331447900572293,514.2790781234421,12307.311615297172
ICICIBANK-PERSISTENT,negative,OPEN_LONG,ICICIBANK+PERSISTENT,—,2024-02-05,0,1006.994079589844,4226.78369140625,4.965272489026486,1.1829325475457442,10.0,,9990.0
ICICIBANK-PERSISTENT,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,1334.199951171875,6068.0,,,13.802701010921767,3788.898309910846,13778.898309910846
KOTAKBANK-AXISBANK,negative,OPEN_LONG,KOTAKBANK+AXISBANK,—,2024-02-05,0,360.8580017089844,1059.775756835938,13.855865676583427,4.717979221309967,10.0,,9990.0
KOTAKBANK-AXISBANK,negative,CLOSE,CLOSE,CLOSE,2026-02-01,493,407.25,1340.400024414062,,,11.96678076021752,1954.8139794573008,11944.8139794573
